key,section,node,order,speaker,translation
8e59613d6cd60464,L05 Conrad,Conrad_required_2,14,Conrad,Bu sefer gerçekten benim suçum gibi geliyor...
7058e362e43623f0,L05 Conrad,Conrad_required_2,15,Conrad,Barda bir drake vardı... Çok aptalca davrandım. Çenemi susturamadım.
ea289ebcdd7e81ef,L05 Conrad,Conrad_required_2,16,Conrad,Sadece bardaki bir draketi. Çok salaktım... Çenemi kapatamadım.
aff317c06781bc70,L05 Conrad,Conrad_required_2,17,Conrad,Anlamıyorum! Neden böyle davranıyorum?
da5eed4c72eb1073,L05 Conrad,Conrad_required_2,18,Kobold,Nasıl davranıyorsun?
193bb66a944990a8,L05 Conrad,Conrad_required_2,19,Kobold,"Bence bayağı havalısın, Conrad."
c69250ea092a7fcd,L05 Conrad,Conrad_required_2,20,Conrad,Bir... pislik gibi mi? Biliyorum yakından içler acısı biriyim.
c2f21da58e28df4f,L05 Conrad,Conrad_required_2,21,Conrad,Sen kibar birisin. Ben bu nezaketi hak etmiyorum.
9c529e9f79f39a21,L05 Conrad,Conrad_required_2,22,Conrad,Bir pisliğim. Öyle olduğumu biliyorum.
4b7317a793a0f728,L05 Conrad,Conrad_required_2,23,Conrad,Biraz önce sana patladığım için özür dilerim.
c4c0c9950baa723f,L05 Conrad,Conrad_required_2,24,Conrad,Bunu hak etmedin sen.
9fa8cd9193124e79,L05 Conrad,Conrad_required_2,25,Kobold,İyi birisin. Belli ki hayatından bir sürü kötü olay geçiyor.
249133e0671a807b,L05 Conrad,Conrad_required_2,26,Kobold,Sorun değil.
c61717fe95ec2b9c,L05 Conrad,Conrad_required_2,27,Conrad,Sana bağırmak için bir sebep değil gene de bu.
652daa6043287e1b,L05 Conrad,Conrad_required_2,28,Conrad,Daha fazla bahane yok.
65b4e7b9caad6028,L05 Conrad,Conrad_required_2,29,Conrad,"Hayır, sorun. Daha fazla bahane yok."
334ade0356dff453,L05 Conrad,Conrad_required_2,30,Conrad,Daha iyi olmam gerek. Daha iyi olmak <i>istiyorum</i>.
1d190e45e1ddc239,L05 Conrad,Conrad_required_2,31,Conrad,Sadece ahh... Kimseye bunları söylediğimi anlatma.
3969155d983b9b32,L05 Conrad,Conrad_required_2,32,Kobold,Sırların benimle mühürlü.
bd7f2cf961e397ca,L05 Conrad,Conrad_required_2,33,Kobold,Anlatmam.
0cd12abef67edc64,L05 Conrad,Conrad_required_2,34,Conrad,...Sağ ol.
bbaef120c3a81475,L05 Conrad,Conrad_required_2,35,Conrad,Ayrıca ilk yardım çantan olduğuna mutluyum... Bayağı hazırlıklısın.
# --- jerkoff: conrad_jerk_off_no ---
f81a53c29135dfa5,L05 Conrad,conrad_jerk_off_no,1,Conrad,Hey ah... Şimdi olmaz.
# --- outro: Conrad_Outro_2 ---
7f9f3c8d0db46cbf,L05 Conrad,Conrad_Outro_2,1,Conrad,Şimdiden çok daha iyi hissediyorum.
d4a62b147d5a622b,L05 Conrad,Conrad_Outro_2,2,Kobold,Fiziksel olarak mı duygusal olarak mı?
line:42f5fd9d,L05 Conrad,Conrad_Outro_2,3,Kobold,Sevindim.
0d49a74e82a2356a,L05 Conrad,Conrad_Outro_2,4,Conrad,İkisi de.
c38c5771c6cf6118,L05 Conrad,Conrad_Outro_2,5,Conrad/Ryan,Ben de.
line:d4c5faea,L05 Conrad,Conrad_Outro_2,5,Conrad,Ben de.
7e30c436a9112ecd,L05 Conrad,Conrad_Outro_2,6,Conrad,İyi... birisin.
229bd072e07a3d53,L05 Conrad,Conrad_Outro_2,7,Conrad,Cidden. Öylesin.
ba15304b6e669701,L05 Conrad,Conrad_Outro_2,8,Kobold,Sadece doğru olduğuna inandığım şeyi yapıyorum.
1fb463b57138c081,L05 Conrad,Conrad_Outro_2,9,Kobold,Bence sen de iyi birisin. Kendini geliştirmek zordur.
56c81331bdf0858e,L05 Conrad,Conrad_Outro_2,10,Conrad,Umarım bu kounda senden de bir şeyler kapabilirim.
3e2cb05f5d39c6e5,L05 Conrad,Conrad_Outro_2,11,Conrad,"Sağ ol, zor olsa da iyi olacağım. Sana söz."
8a3ca437a0d6d164,L05 Conrad,Conrad_Outro_2,12,Conrad,Şöyle pullarından çekileyim artık...
c90e3d1d20fadd0f,L05 Conrad,Conrad_Outro_2,13,Conrad,Buraya tekrar uğrayacağımdan eminim.

# ===== Level 6: Alexander (Night) | sets level_6_started =====
# --- intro: Alexander_2_intro ---
44aa15e695b4e0d5,L06 Alexander,Alexander_2_intro,1,Alexander,Yıldızlara şükür açıksın.
840851d0f7570dd9,L06 Alexander,Alexander_2_intro,2,Kobold,Alexander...?
d786fe5166ed78b0,L06 Alexander,Alexander_2_intro,3,Kobold,"Aaaa, aslında açık değiliz."
b5707c134254e827,L06 Alexander,Alexander_2_intro,4,Alexander,Evet. Temizlenmeye ihtiyacım var. Durum son derece acil!
5962824d5ad2d472,L06 Alexander,Alexander_2_intro,5,Alexander,Bu işi yalnızca sen yapabilirsin.
4006d568c80ab534,L06 Alexander,Alexander_2_intro,6,Alexander,"Sana iki katı, hayır üç katı ödeme yapacağım- Bu işi yalnızca sen halledebilirsin!"
a17a2764777e0b60,L06 Alexander,Alexander_2_intro,7,Kobold,"Oh. O halde, evet açığız."
1e5b9c4d7c7853fa,L06 Alexander,Alexander_2_intro,8,Alexander,Mükemmel!
e36d5a8ffbc61b8c,L06 Alexander,Alexander_2_intro,9,Kobold,ne oldu peki?
c43599f1e3538c5c,L06 Alexander,Alexander_2_intro,10,Kobold,gecenin bu saatinde ne işin var burada?
c63c466c3e28f286,L06 Alexander,Alexander_2_intro,11,Alexander,"Meslektaşım, profesör Igwyx, beni merdiven olarak kullanmak istedi."
dfb6e95e4715f76e,L06 Alexander,Alexander_2_intro,12,Alexander,"Endamımın sağlayacağı yükseklik avantajını düşününce sonra ben de ona izin verdim."
9da4c08f2c9d94f9,L06 Alexander,Alexander_2_intro,13,Alexander,Fakat...
149351e2d565febf,L06 Alexander,Alexander_2_intro,14,Alexander,Yöntemlerinde bir hata vardı.
b54a89ba26aaeaa1,L06 Alexander,Alexander_2_intro,15,Kobold,HERİF ÖLDÜ MÜ!?
0ee302086c5ae61a,L06 Alexander,Alexander_2_intro,16,Kobold,Nereye gitti peki...?
2cc9a59ae14e4845,L06 Alexander,Alexander_2_intro,17,Alexander,ne?
3b20ece829b0bd68,L06 Alexander,Alexander_2_intro,18,Alexander,yok ölmedi.
93f6d587969b0e78,L06 Alexander,Alexander_2_intro,19,Alexander,"Aniden alevlenmesinden sonra ona biraz gizlilik tanımak istedim."
1d37ba6f405ce0fd,L06 Alexander,Alexander_2_intro,20,Alexander,Şu anda fiziksel formu dinlenme odasında tekrar bir araya geliyor.
27c227129d961114,L06 Alexander,Alexander_2_intro,21,Alexander,Kendine saygısı olan tüm büyücülerin elinde hazır anka kuşu tüyü olur.
9e99fec970b38818,L06 Alexander,Alexander_2_intro,22,Kobold,Doğru. Anka kuşu tüyü. Çok barizdi.
0549826a698aad1c,L06 Alexander,Alexander_2_intro,23,Kobold,Tamam. Dükkanı açacağım. Bana bir saniye ver.
9e85e9ab574cfc16,L06 Alexander,Alexander_2_intro,24,Alexander,Meslektaşım olmayan kişilerin cehaletini unutmuşum. Özür dilerim.
359439ec513e7e35,L06 Alexander,Alexander_2_intro,25,Kobold,"Öyledir, gidip bariyeri açayım"
28fa9c1bb5161161,L06 Alexander,Alexander_2_intro,26,Alexander,Acele et! Burada itibarım söz konusu.
# --- progress: Alexander_2_required ---
cc99c01887a9b5f1,L06 Alexander,Alexander_2_required,1,Alexander,Tüm bu çileden derin utanç duyuyorum.
e33e953efb157171,L06 Alexander,Alexander_2_required,2,Kobold,Çok büyütme. Anlattığına göre herkes zaten iyi gibi.
c054502c35602985,L06 Alexander,Alexander_2_required,3,Kobold,Utanç duymana gerek yok.
98cbb728e5fb19f2,L06 Alexander,Alexander_2_required,4,Alexander,Dert ettiğim şey hiçbir zaman bu olmadı. Oldukça riske duyarlı olan bir ejderim.
c1d152bd1a4b22f1,L06 Alexander,Alexander_2_required,5,Alexander,Bu söylediğin oldukça kibardı .
0da1bbeb76d9ef60,L06 Alexander,Alexander_2_required,6,Alexander,"Ancak, kendi <i>imajım</i> Igwyx'in uçup giden fiziksel formundan çok daha kalıcı."
54021b5f26568c41,L06 Alexander,Alexander_2_required,7,Alexander,Endişemin kaynağı da tam olarak bu...
3a363409d3ae72f1,L06 Alexander,Alexander_2_required,8,Alexander,İşte bu yüzden bu işi en iyi sen yapabilirsin!
# --- outro: Alexander_2_Outro ---
abc1043955962614,L06 Alexander,Alexander_2_Outro,1,Alexander,Tekrardan tertemizim. Gecenin bu saatinden beni içeri aldığın için teşekkür ederim.
2de23f0bdf3de327,L06 Alexander,Alexander_2_Outro,2,Kobold,Para... mmm...
082cb158de32f2d9,L06 Alexander,Alexander_2_Outro,3,Kobold,Sorun değil.
374214d86f810d53,L06 Alexander,Alexander_2_Outro,4,Alexander,"Hah, o da bir motivasyon."
7ff22bb553842005,L06 Alexander,Alexander_2_Outro,5,Alexander,"Artık değil, en azından!"
01b524bd7165a166,L06 Alexander,Alexander_2_Outro,6,Alexander,Bende bu denli utanç uyandıran sırlarımı hiç bu şekilde birine açık edeceğimi düşünmemiştim.
704866fd76bd9fb8,L06 Alexander,Alexander_2_Outro,7,Kobold,Yardım etmekten her zaman mutluluk duyarım. <i><size=70%> özellikle de bu kadar büyük bir ejdere.
dd573253630e8021,L06 Alexander,Alexander_2_Outro,8,Kobold,Bana güveniyor olmana mutluyum.
d6b066332b6d8b9a,L06 Alexander,Alexander_2_Outro,9,Alexander,Bu işten eğlence çıkarmandan ben de mutluyum.
762c20b866b7b263,L06 Alexander,Alexander_2_Outro,10,Alexander,Ben de.
5fc37d4eda289c06,L06 Alexander,Alexander_2_Outro,11,Alexander,Seninle konuşmak neden bu kadar kolay emin değilim.
5a2661b79c536b73,L06 Alexander,Alexander_2_Outro,12,Alexander,Herkesin üzerimdeki bakışları ağır bir yük taşıyor sanki.
0ddbb1a880fb5b54,L06 Alexander,Alexander_2_Outro,13,Alexander,Seninki hariç. Bu hoş bir şey.
df9e3e9397757b17,L06 Alexander,Alexander_2_Outro,14,Kobold,Beklentiler saçmaaaa.
5b4ce4081cac21b5,L06 Alexander,Alexander_2_Outro,15,Kobold,Yalnızca işimi yapıyorum!
1acd1b8d362287ec,L06 Alexander,Alexander_2_Outro,16,Alexander,Öyleler...
cbbaf40d803468a2,L06 Alexander,Alexander_2_Outro,17,Alexander,İşinde iyisin.
line:3b568c14,L06 Alexander,Alexander_2_Outro,19,Alexander,Teşekkür ederim.

# ===== Level 7: Ryan (Sunny) =====
# --- intro: Ryan_3_intro ---
49e50c5be7d1583e,L07 Ryan,Ryan_3_intro,2,Kobold,Ryan!
346181d6c9954315,L07 Ryan,Ryan_3_intro,3,Kobold,Tekrar hoş geldin!
c1cff3dbff6bfce2,L07 Ryan,Ryan_3_intro,4,Ryan,Yine ben.
03810482331af8e2,L07 Ryan,Ryan_3_intro,5,Ryan,Burada olmaktan mutluyum.
e1a42aae663ccf1f,L07 Ryan,Ryan_3_intro,6,Ryan,Tekrar yıkanmak için geldim.
fc7ed7b68999fdae,L07 Ryan,Ryan_3_intro,7,Ryan,Şey...
be0667bb01a8cd65,L07 Ryan,Ryan_3_intro,8,Ryan,Neyse. Bariyeri açabilir misin?
20ed966db540aaaf,L07 Ryan,Ryan_3_intro,9,Kobold,"Doğru, hemen gidip açayım."
6c0973b0166d3528,L07 Ryan,Ryan_3_intro,10,Kobold,Ryan? İyi olduğuna emin... misin?
8dff101cb2298f67,L07 Ryan,Ryan_3_intro,12,Ryan,Hayır pek de değilim.
1990b3ec8cd88a48,L07 Ryan,Ryan_3_intro,13,Ryan,Sana birazcık anlatırım. Şimdilik benim için bariyeri açabilir misin?
85fec70372b092bb,L07 Ryan,Ryan_3_intro,14,Kobold/Conrad,Tabii ki.
line:7311dc01,L07 Ryan,Ryan_3_intro,14,Kobold,Tamam.
33e04b2f805d0e1a,L07 Ryan,Ryan_3_intro,15,Kobold,Peki. Umarım gene de iyisindir.
f51bead488e14b65,L07 Ryan,Ryan_3_intro,16,Ryan/Conrad/Alexander,Sağ ol.
line:e521db76,L07 Ryan,Ryan_3_intro,16,Ryan,Sağ ol.
aac215f048e8ee54,L07 Ryan,Ryan_3_intro,17,Ryan,İyi olacağım.
# --- progress: Ryan_3_required ---
eb256f4dcddfee94,L07 Ryan,Ryan_3_required,1,Ryan,Biraz önceki konu hakkında konuşmak istiyorum.
1a17d73907f63be1,L07 Ryan,Ryan_3_required,2,Ryan,Birkaç gün önce...
87a781aa9b0c0136,L07 Ryan,Ryan_3_required,3,Ryan,sevgilimden ayrıldım...
f68b8d76138a2a69,L07 Ryan,Ryan_3_required,4,Kobold,Oh... Çok üzüldüm.
d6077ef6cdb59db1,L07 Ryan,Ryan_3_required,5,Kobold,"Ah, Ryan."
d296154ff317814a,L07 Ryan,Ryan_3_required,6,Ryan,Üzülme. Yapmam gerekiyordu. Onunla mutlu değildim.
8a2e2803c1bc2ea7,L07 Ryan,Ryan_3_required,7,Ryan,O da benimle mutlu değildi.
d9e1edc2e966ec26,L07 Ryan,Ryan_3_required,8,Ryan,Tabii ki sebebi ne olursa olsun bu kararı almak yine de beni mutlu etmiyor.
769c31039308d04d,L07 Ryan,Ryan_3_required,9,Kobold,Kendin için en iyi olan seçimi yapmış olduğuna mutluyum.
460c50191c964260,L07 Ryan,Ryan_3_required,10,Kobold,Sonlar hiçbir zaman kolay değildir.
8825be71018f7f88,L07 Ryan,Ryan_3_required,11,Ryan,Doğru. En azından bu sayede seninle tanışmış oldum.
3e43d550d0572c10,L07 Ryan,Ryan_3_required,12,Ryan,Doğru... kolay değiller...
8948d011be56c311,L07 Ryan,Ryan_3_required,13,Ryan,"ama en azından, seninle tanışmış oldum!"
e484863d425a58e8,L07 Ryan,Ryan_3_required,14,Kobold,"Teşekkür ederim, Ryan. Ben de seninle tanışmış olduğuma mutluyum."
1af4464c602a423a,L07 Ryan,Ryan_3_required,15,Kobold/Conrad,"Ah, çok sağ ol."
line:011f1458,L07 Ryan,Ryan_3_required,15,Kobold,"Ah, çok sağ ol."
e39173e934f56c78,L07 Ryan,Ryan_3_required,16,Ryan,Beni yıkaman gerçekten üstümdeki yükleri alıyor.
94f45fc9f39121cd,L07 Ryan,Ryan_3_required,17,Ryan,Ayrıca çok hoşuma gidiyor.
# --- outro: Ryan_3_Outro ---
01e6332ab274c6d3,L07 Ryan,Ryan_3_Outro,1,Ryan,Sanırım hepsi bu kadardı.
26fef1581467462d,L07 Ryan,Ryan_3_Outro,2,Ryan,Sağ ol. Sayende her şey çok daha kolay.
021d801f68652852,L07 Ryan,Ryan_3_Outro,3,Kobold,"Her zaman beklerim, Ryan."
dc18b85912d460dd,L07 Ryan,Ryan_3_Outro,4,Kobold,En sevdiğim müşterilerimden birisin!
7ee443bc5e93fadb,L07 Ryan,Ryan_3_Outro,5,Ryan,Beni hep evimde hissettiriyorsun.
c851929ab3cd9537,L07 Ryan,Ryan_3_Outro,6,Ryan,Ah... Çok sağ ol. Sence seni...
e0464d0955af808a,L07 Ryan,Ryan_3_Outro,7,Ryan,iyi bir dostum olarak görmem tuhaf mı?
674d9f74349966ca,L07 Ryan,Ryan_3_Outro,8,Kobold,"<size=70%><i>Ha-</i> hayır, bence çok hoş bir şey."
e2c8744d410cb6f6,L07 Ryan,Ryan_3_Outro,9,Kobold,Ben de seni dostum olarak görüyorum.
29fee2ec355f7967,L07 Ryan,Ryan_3_Outro,10,Ryan,Oh- Sevindim!
51200db7892ee7e1,L07 Ryan,Ryan_3_Outro,11,Ryan,Hah... sağ ol.
91c56a4e9213a4b0,L07 iRyan,Ryan_3_Outro,12,Ryan,Neyse. O pullarını rahat bırakayım artık.
523791f6550c3508,L07 Ryan,Ryan_3_Outro,13,Ryan,"Yine geleceğim, tamam mı?"
667cadad21e120f0,L07 Ryan,Ryan_3_Outro,14,Kobold,Tamam! Gidip sana bariyeri açayım.
18f0197237db4a52,L07 Ryan,Ryan_3_Outro,15,Kobold,Tekrar görüşmek üzere!
952d54adb781ab58,L07 Ryan,Ryan_3_Outro,16,Ryan,Teşekkürler. Yakında görüşmek üzere.

# ===== Level 8: Conrad (Sunny) | sets DeliveredMountFrame =====
# --- intro: Conrad_Intro_3 ---
c2ce80cda53b3e12,L08 Conrad,Conrad_Intro_3,1,Conrad,Naber tosun.
ef92f8b9796dcaad,L08 Conrad,Conrad_Intro_3,2,Kobold,Ben bir... koboldum.
3faf8798d815fbcc,L08 Conrad,Conrad_Intro_3,3,Kobold,Selam Conrad.
fe810d1ef6bbca3f,L08 Conrad,Conrad_Intro_3,4,Conrad,Ah... her neyse işte.
fe59e121f203b436,L08 Conrad,Conrad_Intro_3,5,Conrad,Heh. Doğru. O ben oluyorum.
a911f2d8e77038c7,L08 Conrad,Conrad_Intro_3,6,Conrad,"Sanki sana bir sipariş gelmiş gibi, değil mi?"
403e617f71fdbd7d,L08 Conrad,Conrad_Intro_3,7,Conrad,Açtığın o kasalarda ne vardı?
2fa26a557574f06d,L08 Conrad,Conrad_Intro_3,8,Kobold,Binek gelmiş.
ba689238087b547e,L08 Conrad,Conrad_Intro_3,9,Kobold,İstediğin binek.
a1d3f8d9c7e16f54,L08 Conrad,Conrad_Intro_3,10,Conrad,<size=160%>SONUNDA!
24f5fb4981989960,L08 Conrad,Conrad_Intro_3,11,Conrad,<size=100%>Yani- İyiymiş.
086c8ec178979d9b,L08 Conrad,Conrad_Intro_3,12,Conrad,"Hadi, beni içeri al! O şeyi denemek istiyorum!"
8b742c36f3da7059,L08 Conrad,Conrad_Intro_3,13,Kobold,Peki...
3a1b28ba58f06ac8,L08 Conrad,Conrad_Intro_3,14,Kobold,Gidip bariyeri açayım.
c2ac4efff25192d6,L08 Conrad,Conrad_Intro_3,15,Conrad,Senin... içine değil.
line:610824ef,L08 Conrad,Conrad_Intro_3,16,Conrad,...
faa0b4a641d866a4,L08 Conrad,Conrad_Intro_3,17,Conrad,Devam edelim~!
f030a371b944e9be,L08 Conrad,Conrad_Intro_3,18,Conrad/Ryan,Kesinlikle!
line:db592d76,L08 Conrad,Conrad_Intro_3,18,Conrad,Kesinlikle!
# --- phone: Conrad_3_PhoneTutorial ---
eb8e96751da9e008,L08 Conrad,Conrad_3_PhoneTutorial,1,Phone,Binek için olan siparişinizi aldık!
4369749a5a3394e9,L08 Conrad,Conrad_3_PhoneTutorial,2,Kobold,Ne..?
339397c0d1c1f21f,L08 Conrad,Conrad_3_PhoneTutorial,3,Phone,"Bu sabah geldi, bariyerin yanında olmalı."
f1968abec4612ffb,L08 Conrad,Conrad_3_PhoneTutorial,4,Phone,"Levye ile açıp içindekileri depoya at, olur mu?"
435c7e974ca94c84,L08 Conrad,Conrad_3_PhoneTutorial,6,Phone,Muhteşem. <i>Verimli</i> günler.
# --- idle: Conrad_idle_3_1 ---
37950c8a8db90865,L08 Conrad,Conrad_idle_3_1,1,Conrad,Bineği önüme koy da bir güzel sikeyim.
8f224115163c0dbe,L08 Conrad,Conrad_idle_3_1,2,Conrad,"Hey, Ellerini yarağımın üstüne geri koy- iyi hisettiriyor!"
785bfdcdb6a67739,L08 Conrad,Conrad_idle_3_1,3,Conrad,"Ah neyse, bariyeri açar mısın?"
# --- idle: Conrad_idle_3_2 ---
c1dc3477631255b7,L08 Conrad,Conrad_idle_3_2,1,Conrad,Binek seçimini takdir ettim. Getirebilir misin?
4557c47a615d9810,L08 Conrad,Conrad_idle_3_2,2,Conrad,Pekiii. Beni çekicek misin?
7e079188b55eb03d,L08 Conrad,Conrad_idle_3_2,3,Conrad,Bunun için sağ ol. Fena iyi geldi.
# --- jerkoff: Conrad_started_jerkoff_3 ---
ccd88381d07a0b21,L08 Conrad,Conrad_started_jerkoff_3,1,Conrad,"Ah harika, işte böyle.. devam et."
# --- cum: Conrad_finished_jerkoff_3 ---
10069c101bcc95c1,L08 Conrad,Conrad_finished_jerkoff_3,1,Conrad,...!
82d37703a9140210,L08 Conrad,Conrad_finished_jerkoff_3,2,Conrad,"Fenaydı, ellerini nasıl kullanman gerektiğini biliyorsun."
95be71f702fae4a6,L08 Conrad,Conrad_finished_jerkoff_3,5,Kobold,Hah... <size=70%> evet.
b60c2f975eedb833,L08 Conrad,Conrad_finished_jerkoff_3,6,Kobold,Tabii ki biliyorum. İşinin <i>ehli</i> bir koboldum.
f9e0d3cba1f3548e,L08 Conrad,Conrad_finished_jerkoff_3,7,Conrad,Bir koboldun neyi sevdiğini bilmesi her zaman iyidir.
0eb2a1e25a35e85e,L08 Conrad,Conrad_finished_jerkoff_3,8,Conrad,Ben de öyleyimdir...
line:a6531779,L08 Conrad,Conrad_finished_jerkoff_3,9,Conrad,...
83d081eadc40b86b,L08 Conrad,Conrad_finished_jerkoff_3,10,Conrad,sikime dokunulmasında.
# --- cum: Conrad_Outro_3 | if $conrad_jerked_off_3 $conrad_used_mount_3 ---
6f64e0cc9b162541,L08 Conrad,Conrad_Outro_3,1,Conrad,"Bak, şey. Merak ediyordum da..'"
dd5acacdb6c59489,L08 Conrad,Conrad_Outro_3,2,Conrad,şimdi bunu sormak kulağa biraz garip gelebilir amaaaa...
7f39f874a107d858,L08 Conrad,Conrad_Outro_3,3,Conrad,"acaba takılabileceğim hiç güzel yerler veya birilerini biliyor musun?"
df48dbfe82678dea,L08 Conrad,Conrad_Outro_3,4,Kobold,"<gradient=""gold""><b> Bildiğim bir ejder var, ismi Ryan. İkinizi tanıştırmamı ister misin? </b></gradient><size=70%>(Conrad/Ryan sevişme sahnesini açar YA DA Ryan ile ilişki yapmanızı sağlar)"
7b870878852ee72d,L08 Conrad,Conrad_Outro_3,5,Kobold,"<gradient=""gold""><b> Seninle takılmaya hayır demezdim... </b></gradient><size=70%> (Conrad ile ilişki yapmanızı sağlar)"
ac6820f366b18b44,L08 Conrad,Conrad_Outro_3,6,Conrad,Başka bir ejder mi? Genelde diğer ejderlerle anlaşamam...
de6f58682bdaacf9,L08 Conrad,Conrad_Outro_3,7,Kobold,"Oh, hayır. Ryan çok tatlıdır."
d4185d9f80a34228,L08 Conrad,Conrad_Outro_3,8,Kobold,"Korkma, çok kibar biri."
9df619228ba627fc,L08 Conrad,Conrad_Outro_3,9,Conrad,Peki. O zaman tanışmayı isterim.
d88679eede302f8e,L08 Conrad,Conrad_Outro_3,10,Kobold,Sonraki sefer onu gördüğümde sormaya çalışırım.
7984d45df6290f6c,L08 Conrad,Conrad_Outro_3,11,Kobold,Bence yeni sen'e bayılacak!
bf35fcb679c816dd,L08 Conrad,Conrad_Outro_3,12,Conrad,Teşekkür ederim. Çok minnettar olurum.
d32db8ee98680d0f,L08 Conrad,Conrad_Outro_3,13,Conrad,Umarım öyle olur. Biriyle yeni bir sayfa açmak çok istiyorum.
8623a4b26a9521d8,L08 Conrad,Conrad_Outro_3,14,Conrad,Artık gitsem iyi olur.
30dcd5391100eeba,L08 Conrad,Conrad_Outro_3,15,Conrad,Tavsiyen için teşekkürler!
f1ad7345d30997b4,L08 Conrad,Conrad_Outro_3,16,Kobold,Teşekküre gerek yok. Gidip bariyeri açayım.
404cba15a4acdcfe,L08 Conrad,Conrad_Outro_3,17,Kobold,Tabii ki de.
8bf9f7d2ecce0105,L08 Conrad,Conrad_Outro_3,18,Conrad,Ooooh.
8929fe2569ae7455,L08 Conrad,Conrad_Outro_3,19,Conrad,Belki de bu hoşuma gider!
2358a2257260501f,L08 Conrad,Conrad_Outro_3,20,Conrad,Bayağı yakışıklısın.
c650e0aadadba99c,L08 Conrad,Conrad_Outro_3,21,Conrad,...ve kibar.
296f2ab03f8676ef,L08 Conrad,Conrad_Outro_3,23,Kobold,Bence sen de özelsin.
17cf3cc7179b6817,L08 Conrad,Conrad_Outro_3,24,Conrad,Bu ses... bana ilk defa ivit dedin.
c2599750a4dd9247,L08 Conrad,Conrad_Outro_3,25,Kobold,"Kobold dilinde bu, iyi iş yapıyorsun, demek."
6f2ff920e860570d,L08 Conrad,Conrad_Outro_3,26,Conrad,Oh... hah. Hoşuma gitti.
8b7bdfb88553e72f,L08 Conrad,Conrad_Outro_3,27,Conrad,Sözlerin kulağıma şiir gibi geliyor.
e8ae0da9edb0a314,L08 Conrad,Conrad_Outro_3,28,Conrad,Peki. Çıkmak ister misin?
781cbcfcd7920f3f,L08 Conrad,Conrad_Outro_3,29,Kobold,Çok hızlısın... ama sanırım isterim!
5f9a2b795615ba6a,L08 Conrad,Conrad_Outro_3,30,Kobold,Evet.
508f3cf175389841,L08 Conrad,Conrad_Outro_3,31,Conrad,Sanırım denemek isterim!
c282dd1133ff96d4,L08 Conrad,Conrad_Outro_3,32,Conrad,Peki! Daha sonra uğrarım.
bfc65061708379d6,L08 Conrad,Conrad_Outro_3,33,Kobold,"<size=70%><i> Hassiktir, az önce bir ejderle randevu ayarladım."
cf78ef26075ae223,L08 Conrad,Conrad_Outro_3,34,Kobold,Olur! Bariyeri açayım.
6b8aa4fb55221728,L08 Conrad,Conrad_Outro_3,35,Conrad,Hmm?
c395eb5878798c08,L08 Conrad,Conrad_Outro_3,36,Kobold,Oh! boşver. Bariyeri açayım bare.
102e28eb7d17c7dd,L08 Conrad,Conrad_Outro_3,37,Conrad,"Oh, peki. Sağ ol."
ca518354e1f14735,L08 Conrad,Conrad_Outro_3,38,Conrad,"Peki, teşekkürler."
# --- cum: Conrad_finished_jerkoff_3 ---
5dffcc40132f0ec4,L08 Conrad,Conrad_finished_jerkoff_3,11,Conrad,Now I'm eyeballing the mount...
45c2b89acdcfd55d,L08 Conrad,Conrad_finished_jerkoff_3,12,Conrad,Let me give it a try!
57725c300be82fa5,L08 Conrad,Conrad_finished_jerkoff_3,13,Kobold,Oh okay. I'll go grab it.
1976e7477a26b680,L08 Conrad,Conrad_finished_jerkoff_3,14,Kobold/Ryan,Sure!
line:05c673e7,L08 Conrad,Conrad_finished_jerkoff_3,14,Kobold,Sure!
9e50b8e48f012f1f,L08 Conrad,Conrad_finished_jerkoff_3,15,Conrad,Hell yeah
# --- mount_start: Conrad_placed_mount_3 ---
b9778eb1fe076168,L08 Conrad,Conrad_placed_mount_3,1,Conrad,Hah! İşte bineğimiz!
86b1b615d536c6c9,L08 Conrad,Conrad_placed_mount_3,2,Conrad,Şe<size=90%>e<size=80%>e<size=70%>e<size=60%>y... <size=100%>pis sayılmam ama <i>~pisleşebilirim~</i> anlıyor musun?
449244744c8bbd8a,L08 Conrad,Conrad_placed_mount_3,3,Kobold,Yani buraya sadece şey yapmak için mi...
f8c28806b84cad3d,L08 Conrad,Conrad_placed_mount_3,4,Kobold,Anlıyorum. Çok da pahalı değildi.
cd4ecc87775c0780,L08 Conrad,Conrad_placed_mount_3,5,Conrad,Buraya bir şeyleri sikmek ve beni çekmeni umarak geldim.
01e3f480dfe7930d,L08 Conrad,Conrad_placed_mount_3,6,Conrad,Beni çekmeni ve bu bineği sikmek istiyorum.
7f9240260973e0ce,L08 Conrad,Conrad_placed_mount_3,7,Kobold,Çok... açık sözlüsün.
e0b48878cb57c01f,L08 Conrad,Conrad_placed_mount_3,8,Conrad,Doğam gereği! Biliyorum ben çok şeyim...
1bd882b6a6343777,L08 Conrad,Conrad_placed_mount_3,9,Conrad,havalı.
line:045f5836,L08 Conrad,Conrad_placed_mount_3,10,Conrad,...
557321787688acff,L08 Conrad,Conrad_placed_mount_3,11,Conrad,Neyse. Artık şu şeyi kullanayım!
78e9c032e409d82d,L08 Conrad,Conrad_placed_mount_3,12,Conrad,"Hah, güzel. Artık şu şeyin içine girelim bare!"
# --- mount_finish: Conrad_finished_mount_3 ---
81b18a3cc2f69ea7,L08 Conrad,Conrad_finished_mount_3,1,Conrad,Haaah.
